NOMBRE_INVENTOR,NOMBRE DEL INVESTIGADOR,Ratio,inventor_id,CVU
"AVILA VILCHIS,JUAN CARLOS","AVILA VILCHIS,JUAN CARLOS",100.0,,59656.0
"VILCHIS GONZALEZ,ADRIANA HERLINDA","VILCHIS GONZALEZ,ADRIANA HERLINDA",100.0,,121524.0
"CASTRO ROSAS,JAVIER","CASTRO ROSAS,JAVIER",100.0,fl:ja_ln:castrorosas-1,26198.0
"GOMEZ ALDAPA,CARLOS ALBERTO","GOMEZ ALDAPA,CARLOS ALBERTO",100.0,fl:ca_ln:gomezaldapa-1,20051.0
"GOJON ZORRILLA,GABRIEL","GOJON ZORRILLA,GABRIEL",100.0,,1518.0
"HERRERA ESTRELLA,LUIS RAFAEL","HERRERA ESTRELLA,LUIS RAFAEL",100.0,,4867.0
"AMEZCUA ALLIERI,MYRIAM ADELA","AMEZCUA ALLIERI,MYRIAM ADELA",100.0,,121541.0
"RAMIREZ VERDUZCO,LUIS FELIPE","RAMIREZ VERDUZCO,LUIS FELIPE",100.0,,83762.0
"PEREZ GALLARDO,ALFONSO","PEREZ GALLARDO,ALFONSO",100.0,,160052.0
"LEAL CHAVEZ,DANIEL ARTURO","LEAL CHAVEZ,DANIEL ARTURO",100.0,,483872.0
"BELTRAN CHACON,RICARDO","BELTRAN CHACON,RICARDO",100.0,,175522.0
"CORONA GALVAN,SERGIO","CORONA GALVAN,SERGIO",100.0,,9123.0
"RODRIGUEZ GUADARRAMA,LUIS ANTONIO","RODRIGUEZ GUADARRAMA,LUIS ANTONIO",100.0,,61797.0
"ESCUDERO URIBE,APOLO ZEUS","ESCUDERO URIBE,APOLO ZEUS",100.0,,31206.0
"SANTOS CUEVAS,CLARA LETICIA","SANTOS CUEVAS,CLARA LETICIA",100.0,,171596.0
"OCAMPO GARCIA,BLANCA ELI","OCAMPO GARCIA,BLANCA ELI",100.0,,309879.0
"AZORIN VEGA,ERIKA PATRICIA","AZORIN VEGA,ERIKA PATRICIA",100.0,,49309.0
"LUNA GUTIERREZ,MYRNA ALEJANDRA","LUNA GUTIERREZ,MYRNA ALEJANDRA",100.0,,265081.0
"JIMENEZ MANCILLA,NALLELY PATRICIA","JIMENEZ MANCILLA,NALLELY PATRICIA",100.0,,279152.0
"FERRO FLORES,GUILLERMINA","FERRO FLORES,GUILLERMINA",100.0,,19581.0
"DE LA ROSA SANTAMARIA,ROBERTO","DE LA ROSA SANTAMARIA,ROBERTO",100.0,fl:ro_ln:delarosasantamaria-1,96556.0
"MENDOZA,CARLOS","MENDOZA,CARLOS",100.0,fl:ca_ln:mendoza-2,11755.0
"RODRIGUEZ LOPEZ,CARLOS EDUARDO","RODRIGUEZ LOPEZ,CARLOS EDUARDO",100.0,,388322.0
"DIAZ DE LA GARZA,ROCIO ISABEL","DIAZ DE LA GARZA,ROCIO ISABEL",100.0,,39462.0
"AVALOS GARCIA,JAVIER","AVALOS GARCIA,JAVIER",100.0,,200110.0
"PENA DUQUE,MARCO ANTONIO","PENA DUQUE,MARCO ANTONIO",100.0,,345373.0
"VILLAGOMEZ IBARRA,JOSE ROBERTO","VILLAGOMEZ IBARRA,JOSE ROBERTO",100.0,,11592.0
"SEGOVIA QUINTERO,MANUEL ALBERTO","SEGOVIA QUINTERO,MANUEL ALBERTO",100.0,,122290.0
"ESCOBAR HERNANDEZ,DANIEL","ESCOBAR HERNANDEZ,DANIEL",100.0,,36369.0
"CARBAJAL ARIZAGA,GREGORIO GUADALUPE","CARBAJAL ARIZAGA,GREGORIO GUADALUPE",100.0,,337026.0
"DE LANGE,DIRK FREDERIK","DE LANGE,DIRK FREDERIK",100.0,,223919.0
"YANEZ SOTO,BERNARDO","YANEZ SOTO,BERNARDO",100.0,,219308.0
"PEREZ TORRES,ARMANDO","PEREZ TORRES,ARMANDO",100.0,,120286.0
"SCIUTTO CONDE,EDDA LYDIA","SCIUTTO CONDE,EDDA LYDIA",100.0,,5508.0
"FRAGOSO GONZALEZ,GLADIS DEL CARMEN","FRAGOSO GONZALEZ,GLADIS DEL CARMEN",100.0,,11771.0
"CERVANTES TORRES,JACQUELYNNE BRENDA","CERVANTES TORRES,JACQUELYNNE BRENDA",100.0,,132249.0
"SEGURA VELAZQUEZ,RENE ALVARO","SEGURA VELAZQUEZ,RENE ALVARO",100.0,,91547.0
"KONTOROVICH MAZOVER,VALERI","KONTOROVICH MAZOVER,VALERI",100.0,fl:va_ln:kontorovichmazover-1,15162.0
"PENA CAMPOS,FERNANDO","PENA CAMPOS,FERNANDO",100.0,,319175.0
"GONZALEZ MONTIEL,ALFONSO","GONZALEZ MONTIEL,ALFONSO",100.0,fl:al_ln:gonzalezmontiel-1,21599.0
"FLORES SANTOS,LETICIA","FLORES SANTOS,LETICIA",100.0,fl:le_ln:floressantos-1,31374.0
"PINEDA HERRERA,MARIBEL","PINEDA HERRERA,MARIBEL",100.0,,35508.0
"TREJO RODRIGUEZ,ARTURO","TREJO RODRIGUEZ,ARTURO",100.0,,2081.0
"GUTIERREZ,LUIS FERNANDO","GUTIERREZ,LUIS",100.0,,20375.0
"DIAZ,DAVID MARTINEZ","DIAZ,DAVID",100.0,,6591.0
"ANGELES CHAVEZ,CARLOS","ANGELES CHAVEZ,CARLOS",100.0,fl:ca_ln:angeleschavez-1,20404.0
"LOPEZ SALINAS,ESTEBAN","LOPEZ SALINAS,ESTEBAN",100.0,fl:es_ln:lopezsalinas-2,14473.0
"TORRES GARCIA,ENELIO","TORRES GARCIA,ENELIO",100.0,,30320.0
"ESCOBAR AGUILAR,JOSE","ESCOBAR AGUILAR,JOSE",100.0,fl:jo_ln:escobaraguilar-1,16568.0
"GUTIERREZ ALEJANDRE,AIDA","GUTIERREZ ALEJANDRE,AIDA",100.0,,19659.0
"FERRAT TORRES,GERARDO","FERRAT TORRES,GERARDO",100.0,fl:ge_ln:ferrattorres-1,25092.0
"MOSQUEIRA MONDRAGON,MARIA DE LOURDES","MOSQUEIRA MONDRAGON,MARIA DE LOURDES ARACELI",100.0,fl:ma_ln:mosqueiramondragon-1,120179.0
"CORTES JACOME,MARIA ANTONIA","CORTES JACOME,MARIA ANTONIA",100.0,fl:ma_ln:cortesjacome-1,20476.0
"PEREZ LUNA,MIGUEL","PEREZ LUNA,MIGUEL",100.0,fl:mi_ln:perezluna-1,9129.0
"TOLEDO ANTONIO,JOSE ANTONIO","TOLEDO ANTONIO,JOSE ANTONIO",100.0,fl:jo_ln:toledoantonio-1,12450.0
"MENESES RUIZ,EDITH","MENESES RUIZ,EDITH",100.0,fl:ed_ln:menesesruiz-1,175051.0
"PANIAGUA CHAVEZ,CARMEN GUADALUPE","PANIAGUA CHAVEZ,CARMEN GUADALUPE",100.0,,22245.0
"VELA GARCIA,LUIS RENE","VELA GARCIA,LUIS RENE",100.0,,332532.0
"VASILIEVNA KHARISSOVA,OXANA","VASILIEVNA KHARISSOVA,OXANA",100.0,,25984.0
"PENA PARAS,LAURA","PENA PARAS,LAURA",100.0,,46151.0
"MALDONADO CORTES,DEMOFILO","MALDONADO CORTES,DEMOFILO",100.0,,66743.0
"RAMIREZ SABAG,JETZABETH","RAMIREZ SABAG,JETZABETH",100.0,fl:je_ln:ramirezsabag-1,120276.0
"PANIAGUA SOLIS,JORGE FERNANDO","PANIAGUA SOLIS,JORGE FERNANDO",100.0,,120284.0
"LICEA NAVARRO,ALEXEI FEDOROVISH","LICEA NAVARRO,ALEXEI FEDOROVISH",100.0,,14434.0
"SANCHEZ CAMPOS,LILIANA NOEMI","SANCHEZ CAMPOS,LILIANA NOEMI",100.0,,48266.0
"SANTILLAN GODINEZ,ORLANDO","SANTILLAN GODINEZ,ORLANDO",100.0,fl:or_ln:santillangodinez-1,268929.0
"CABANILLAS LOPEZ,RAFAEL ENRIQUE","CABANILLAS LOPEZ,RAFAEL ENRIQUE",100.0,,120410.0
"MEDINA MENDOZA,ANA KARINA","MEDINA MENDOZA,ANA KARINA",100.0,,175137.0
"GONZALEZ VILLARREAL,JOSE ALEJANDRO","GONZALEZ VILLARREAL,JOSE ALEJANDRO",100.0,,201622.0
"TAMEZ PENA,JOSE","TAMEZ PENA,JOSE GERARDO",100.0,,67337.0
"TALAMANTES SILVA,JOSE","TALAMANTES SILVA,JOSE",100.0,,65351.0
"VITE VALLEJO,ODON","VITE VALLEJO,ODON",100.0,,48285.0
"RODRIGUEZ ZAPATA,LUIS CARLOS","RODRIGUEZ ZAPATA,LUIS CARLOS",100.0,,25068.0
"CASTANO DE LA SERNA,ENRIQUE","CASTANO DE LA SERNA,ENRIQUE",100.0,,26284.0
"PEREIRA SANTANA,ALEJANDRO","PEREIRA SANTANA,ALEJANDRO",100.0,,337027.0
"FIGUEROA YANEZ,LUIS JOEL","FIGUEROA YANEZ,LUIS JOEL",100.0,,130236.0
"LOPEZ,JUAN E","LOPEZ,JUAN",100.0,,4095.0
"RUIZ RUIZ,FEDERICO AUGUSTO","RUIZ RUIZ,FEDERICO AUGUSTO",100.0,,295368.0
"RITO PALOMARES,MARCO ANTONIO","RITO PALOMARES,MARCO ANTONIO",100.0,,9659.0
"VAZQUEZ VILLEGAS,OLGA PATRICIA","VAZQUEZ VILLEGAS,OLGA PATRICIA",100.0,,295236.0
"GUTIERREZ,LUIS","GUTIERREZ,LUIS",100.0,fl:jo_ln:gutierrezflores-1,20375.0
"ACOSTA GONZALEZ,GUILLERMO ENRIQUE","ACOSTA GONZALEZ,GUILLERMO ENRIQUE",100.0,,206514.0
"PEZZOTTI ROBLETO,FABIO","PEZZOTTI ROBLETO,FABIO",100.0,,39172.0
"BARROSO VILLA,JUAN GERARDO","BARROSO VILLA,JUAN GERARDO",100.0,,26201.0
"TERVEN SALINAS,JUAN RAMON","TERVEN SALINAS,JUAN RAMON",100.0,,492993.0
"CASTRO RAMOS,JORGE EMMANUEL","CASTRO RAMOS,JORGE",100.0,,19447.0
"OLIVARES LECONA,JOSE ALBERTO","OLIVARES LECONA,JOSE ALBERTO",100.0,,123136.0
"BERMUDEZ HUMARAN,LUIS","BERMUDEZ HUMARAN,LUIS GILBERTO",100.0,,91272.0
"TORRES MARAVILLA,EDGAR","TORRES MARAVILLA,EDGAR",100.0,,330523.0
"SANCHEZ PARDO,MARIA ELENA","SANCHEZ PARDO,MARIA ELENA",100.0,,253590.0
"LUNA AGUILAR,ESTEBAN ANTOLIN","LUNA AGUILAR,ESTEBAN ANTOLIN",100.0,,12060.0
"SALAS CASALES,LUIS","SALAS CASALES,LUIS",100.0,,1353.0
"RUIZ SCHNEIDER,ELFEGO GUILLERMO","RUIZ SCHNEIDER,ELFEGO GUILLERMO",100.0,,1355.0
"GUZMAN PANTOJA,JAVIER","GUZMAN PANTOJA,JAVIER",100.0,,121661.0
"MUNOZ ARROYO,JOSE ANTONIO","MUNOZ ARROYO,JOSE ANTONIO",100.0,,12061.0
"GARCIA CRUZ,ISIDORO","GARCIA CRUZ,ISIDORO",100.0,,14416.0
"VAZQUEZ CASTILLO,JAVIER","VAZQUEZ CASTILLO,JAVIER",100.0,,98123.0
"CENDEJAS ZARAGOZA,LEOPOLDO","CENDEJAS ZARAGOZA,LEOPOLDO",100.0,,647956.0
"GONGORA CASTILLO,ELSA BEATRIZ","GONGORA CASTILLO,ELSA BEATRIZ",100.0,,166891.0
"RANGEL PATINO,FRANCISCO","RANGEL PATINO,FRANCISCO ELIAS",100.0,,64279.0
"MARTINEZ CHAPA,SERGIO OMAR","MARTINEZ CHAPA,SERGIO OMAR",100.0,,31803.0
"CHAUHAN,GAURAV","CHAUHAN,GAURAV",100.0,,898832.0
"GARCIA GONZALEZ,ALEJANDRO","GARCIA GONZALEZ,ALEJANDRO",100.0,,217041.0
"FUENTES AGUILAR,RITA QUETZIQUEL","FUENTES AGUILAR,RITA QUETZIQUEL",100.0,,229297.0
"ESPINOZA GONZALEZ,CARLOS JOSE","ESPINOZA GONZALEZ,CARLOS JOSE",100.0,,291372.0
"IBARRA LACLETTE,ENRIQUE","IBARRA LACLETTE,ENRIQUE",100.0,,268306.0
"ROMERO GARCIA,JORGE","ROMERO GARCIA,JORGE",100.0,,10873.0
"PARIONA MENDOZA,NICOLAZA","PARIONA MENDOZA,NICOLAZA",100.0,,406481.0
"PEREZ TORRES,CLAUDIA ANAHI","PEREZ TORRES,CLAUDIA ANAHI",100.0,,41801.0
"GONZALEZ HERRERA,IRMA GABRIELA","GONZALEZ HERRERA,IRMA GABRIELA",100.0,,201100.0
"MONDRAGON GONZALEZ,RICARDO","MONDRAGON GONZALEZ,RICARDO",100.0,,483369.0
"XICOHTENCATL CORTES,JUAN","XICOHTENCATL CORTES,JUAN",100.0,,37744.0
"LUNA PINEDA,VICTOR MANUEL","LUNA PINEDA,VICTOR MANUEL",100.0,,261764.0
"SOTO EGUIBAR,ENRIQUE","SOTO EGUIBAR,ENRIQUE",100.0,,608.0
"ALEKSANDROV,VLADIMIR","ALEKSANDROV,VLADIMIR",100.0,,15932.0
"RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO","RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO",100.0,,6041.0
"FERNANDEZ TAVIZON,SALVADOR","FERNANDEZ TAVIZON,SALVADOR",100.0,,265090.0
"PORTALES MARTINEZ,BENJAMIN","PORTALES MARTINEZ,BENJAMIN",100.0,,173203.0
"HERNANDEZ,DANIEL JOSEPH","HERNANDEZ,DANIEL",100.0,fl:da_ln:hernandez-5,11967.0
"FERNANDEZ FUENTES,ANTONIO","FERNANDEZ FUENTES,ANTONIO",100.0,,18998.0
"VARGAS GUTIERREZ,GREGORIO","VARGAS GUTIERREZ,GREGORIO",100.0,,350.0
"PERALES MARTINEZ,IMPERIO","PERALES MARTINEZ,IMPERIO ANEL",100.0,,296992.0
"HERNANDEZ MAYA,ROBERTO CARLOS","HERNANDEZ MAYA,ROBERTO CARLOS",100.0,,174688.0
"AGUILAR TOALA,JOSE ELEAZAR","AGUILAR TOALA,JOSE ELEAZAR",100.0,,491017.0
"ILIZALITURRI SANCHEZ,VICTOR","ILIZALITURRI SANCHEZ,VICTOR MANUEL",100.0,,122140.0
"RAMOS ALARCON BARROSO,FERNANDO","RAMOS ALARCON BARROSO,FERNANDO LUIS",100.0,,201193.0
"CABRERA LLANOS,ROBERTO MARCOS","CABRERA LLANOS,ROBERTO MARCOS",100.0,,30202.0
"QUINTERO FLORES,RAUL GERARDO","QUINTERO FLORES,RAUL",100.0,,32168.0
"VIRAMONTES BROWN,RICARDO","VIRAMONTES BROWN,RICARDO",100.0,,30290.0
"SAAVEDRA DURAN,RAFAEL","SAAVEDRA DURAN,RAFAEL SIMITRIO",100.0,,11729.0
"BERMUDEZ MENDIZABAL,OSCAR","BERMUDEZ MENDIZABAL,OSCAR HUMBERTO",100.0,,30360.0
"CARRILLO PEDROZA,FRANCISCO RAUL","CARRILLO PEDROZA,FRANCISCO RAUL",100.0,,16779.0
"URIBE SALAS,ALEJANDRO","URIBE SALAS,ALEJANDRO",100.0,,12460.0
"CAMPORREDONDO SAUCEDO,JESUS EMILIO","CAMPORREDONDO SAUCEDO,JESUS EMILIO",100.0,,66089.0
"CASTILLEJOS ESCOBAR,ALFONSO HUMBERTO","CASTILLEJOS ESCOBAR,ALFONSO HUMBERTO",100.0,,6960.0
"ELIZALDE SILLER,HUGO RAMON","ELIZALDE SILLER,HUGO RAMON",100.0,,201028.0
"PEREZ GONZALEZ,RAUL","PEREZ GONZALEZ,RAUL",100.0,,79549.0
"VALTIERRA GALLARDO,SALVADOR","VALTIERRA GALLARDO,SALVADOR",100.0,,8316.0
"LOPEZ CUEVAS,JORGE","LOPEZ CUEVAS,JORGE",100.0,,16023.0
"BOUDA,JAN","BOUDA,JAN",100.0,,15453.0
"ARIAS ESTRADA,MIGUEL","ARIAS ESTRADA,MIGUEL OCTAVIO",100.0,,20965.0
"MIRANDA GUERRERO,ROBERTO","MIRANDA GUERRERO,ROBERTO",100.0,fl:ro_ln:mirandaguerrero-1,22387.0
"SANCHEZ SINENCIO,FELICIANO","SANCHEZ SINENCIO,FELICIANO",100.0,,1818.0
"RUIZ TORRES,MAXIMIANO","RUIZ TORRES,MAXIMIANO FRANCISCO",100.0,,121968.0
"MARTINEZ BUSTOS,FERNANDO","MARTINEZ BUSTOS,FERNANDO",100.0,,7992.0
"ZAMUDIO ZUNIGA,FERNANDO","ZAMUDIO ZUNIGA,FERNANDO",100.0,,10026.0
"BECERRIL LUJAN,BALTAZAR","BECERRIL LUJAN,BALTAZAR",100.0,,2325.0
"POSSANI POSTAY,LOURIVAL DOMINGOS","POSSANI POSTAY,LOURIVAL DOMINGOS",100.0,fl:lo_ln:possanipostay-2,653.0
"LOPEZ GOMEZ,RONALD VICTOR MANUEL","LOPEZ GOMEZ,RONALD VICTOR MANUEL",100.0,,30464.0
"GARCIA CANTU,RIGOBERTO","GARCIA CANTU,RIGOBERTO",100.0,,5073.0
"ALTUVE FERRER,HECTOR","ALTUVE FERRER,HECTOR JORGE",100.0,,33785.0
"GUERRERO SANTOS,RAMIRO","GUERRERO SANTOS,RAMIRO",100.0,,11153.0
"LARA OCHOA,JOSE MANUEL FRANCISCO","LARA OCHOA,JOSE MANUEL FRANCISCO",100.0,,2152.0
"KURI HARCUCH,WALID","KURI HARCUCH,WALID",100.0,,224.0
"DIAZ FLEISCHER,FRANCISCO","DIAZ FLEISCHER,FRANCISCO",100.0,,20098.0
"OGURA,TETSUYA","OGURA,TETSUYA",100.0,,10052.0
"LOPEZ SERRANO RAMOS,FRANCISCO","LOPEZ SERRANO RAMOS,FRANCISCO",100.0,,6297.0
"MARTINEZ ROMERO,OSCAR","MARTINEZ ROMERO,OSCAR",100.0,,278430.0
"MENDIETA JIMENEZ,FRANCISCO","MENDIETA JIMENEZ,FRANCISCO JAVIER",100.0,,684.0
"MIRIDONOV,SERGUEI","MIRIDONOV,SERGUEI",100.0,fl:se_ln:miridonov-1,13548.0
"SHLYAGIN,MIKHAIL G","SHLYAGIN,MIKHAIL",100.0,,14552.0
"AGUILAR FAISAL,JOSE LEOPOLDO","AGUILAR FAISAL,JOSE LEOPOLDO",100.0,,62583.0
"BAEZA RAMIREZ,MARIA ISABEL","BAEZA RAMIREZ,MARIA ISABEL",100.0,,1308.0
"LOREDO MURPHY,JORGE","LOREDO MURPHY,JORGE RAYMUNDO",100.0,,30886.0
"MASCORRO GALLARDO,JOSE OSCAR","MASCORRO GALLARDO,JOSE OSCAR",100.0,,9722.0
"ITURRIAGA DE LA FUENTE,GABRIEL","ITURRIAGA DE LA FUENTE,GABRIEL",100.0,,12667.0
"SOTELO LERMA,MERIDA","SOTELO LERMA,MERIDA",100.0,,8737.0
"GONZALEZ HERNANDEZ,GLORIA ANGELICA","GONZALEZ HERNANDEZ,GLORIA ANGELICA",100.0,,120509.0
"LIZCANO ZULAICA,CARLOS","LIZCANO ZULAICA,CARLOS JAVIER",100.0,,82731.0
"TERRES ROJAS,EDUARDO","TERRES ROJAS,EDUARDO",100.0,,201952.0
"MARQUEZ LUCERO,ALFREDO","MARQUEZ LUCERO,ALFREDO",100.0,,9956.0
"ALVAREZ,MARIO MOISES","ALVAREZ,MARIO MOISES",100.0,,26048.0
"CAMACHO LOPEZ,MIGUEL ANGEL","CAMACHO LOPEZ,MIGUEL ANGEL",100.0,,
"KEER RENDON,ARTURO","KEER RENDON,ARTURO",100.0,,19733.0
"ALCANTARA,MIGUEL","ALCANTARA,MIGUEL ANGEL",100.0,,1881.0
"GARCIA CASILLAS,PERLA ELVIA","GARCIA CASILLAS,PERLA ELVIA",100.0,,121455.0
"GARCIA LUNA,ARMANDO","GARCIA LUNA,ARMANDO",100.0,fl:ar_ln:garcialuna-1,33303.0
"RIVERON ROJAS,ANA MARIA","RIVERON ROJAS,ANA MARIA",100.0,,345939.0
"PEREZ PEREZ,GABRIEL","PEREZ PEREZ,GABRIEL",100.0,,35542.0
"CORVERA POIRE,EUGENIA","CORVERA POIRE,EUGENIA",100.0,,20470.0
"DEL RIO PORTILLA,JESUS","DEL RIO PORTILLA,JESUS ANTONIO",100.0,,8547.0
"LOPEZ DE HARO,MARIANO","LOPEZ DE HARO,MARIANO",100.0,,1118.0
"SAUCEDO FLORES,EMMANUEL","SAUCEDO FLORES,EMMANUEL",100.0,,784.0
"ELIZONDO RIOJAS,GUILLERMO","ELIZONDO RIOJAS,GUILLERMO",100.0,,228491.0
"GURROLA BRIONES,GEORGINA","GURROLA BRIONES,GEORGINA",100.0,,6456.0
"VALDEZ CRUZ,NORMA ADRIANA","VALDEZ CRUZ,NORMA ADRIANA",100.0,,90992.0
"CORONA VILLEGAS,MIGUEL","CORONA VILLEGAS,MIGUEL",100.0,,15446.0
"QUIROZ MERCADO,HUGO","QUIROZ MERCADO,HUGO",100.0,,200980.0
"RIANO UMBARILA,LIDIA","RIANO UMBARILA,LIDIA",100.0,,217137.0
"ADAMS,RANDY HOWARD","ADAMS,RANDY HOWARD",100.0,,230384.0
"LOZADA Y CASSOU,MARCELO","LOZADA Y CASSOU,MARCELO",100.0,,1210.0
"RUIZ MORALES,YOSADARA","RUIZ MORALES,YOSADARA",100.0,fl:yo_ln:ruizmorales-1,20657.0
"MORA VALLEJO,RODOLFO JUVENTINO","MORA VALLEJO,RODOLFO JUVENTINO",100.0,fl:ro_ln:moravallejo-1,281273.0
"SERNA SALDIVAR,SERGIO","SERNA SALDIVAR,SERGIO ROMAN OTHON",100.0,,3598.0
"ORTIZ ALEMAN,JOSE  CARLOS","ORTIZ ALEMAN,JOSE CARLOS",100.0,,14581.0
"ROJAS GARCIA,JOSE MANUEL","ROJAS GARCIA,JOSE MANUEL",100.0,,65718.0
"GONZALEZ HERNANDEZ,CARLOS","GONZALEZ HERNANDEZ,CARLOS",100.0,,170443.0
"MALDONADO RODRIGUEZ,ROGELIO","MALDONADO RODRIGUEZ,ROGELIO",100.0,,2844.0
"MENDEZ TENORIO,ALFONSO","MENDEZ TENORIO,ALFONSO",100.0,,79234.0
"PERAZA ECHEVERRIA,SANTY","PERAZA ECHEVERRIA,SANTY",100.0,,90262.0
"FLORES FLORES,RODOLFO","FLORES FLORES,RODOLFO",100.0,,15166.0
"MORALES BALADO,GRACIELA","MORALES BALADO,GRACIELA ELIZABETH",100.0,,20236.0
"DIAZ DE LEON GOMEZ,RAMON ENRIQUE","DIAZ DE LEON GOMEZ,RAMON ENRIQUE",100.0,,89499.0
"RAMOS ORTIZ,GABRIEL","RAMOS ORTIZ,GABRIEL",100.0,,121563.0
"LOPEZ LAGUNAS,ABELARDO","LOPEZ LAGUNAS,ABELARDO",100.0,,201451.0
"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS,CONSTANTINO III ROBERTO",100.0,,16329.0
"LOPEZ VIDAL,YOLANDA","LOPEZ VIDAL,YOLANDA",100.0,,5656.0
"ARREDONDO HERNANDEZ,LUIS JOSE","ARREDONDO HERNANDEZ,LUIS JOSE RENE",100.0,,175445.0
"HERRERA ESTRELLA,ALFREDO HERIBERTO","HERRERA ESTRELLA,ALFREDO HERIBERTO",100.0,,11188.0
"MARTINEZ HERNANDEZ,JOSE","MARTINEZ HERNANDEZ,JOSE GUADALUPE",100.0,,10083.0
"ESTRADA GUEL,IVANOVICH","ESTRADA GUEL,IVANOVICH",100.0,,93521.0
"ESCOBAR VALDERRAMA,GERARDO","ESCOBAR VALDERRAMA,GERARDO",100.0,,25941.0
"MARTINEZ MONTEJANO,MISAEL FRANSISCO","MARTINEZ MONTEJANO,MISAEL",100.0,,42380.0
"TORRES OLGUIN,RAYMUNDO ENRIQUE","TORRES OLGUIN,RAYMUNDO ENRIQUE",100.0,,167873.0
"VALDEZ FERNANDEZ,ANDRES ALEJANDRO","VALDEZ FERNANDEZ,ANDRES ALEJANDRO",100.0,,46926.0
"LOPEZ CANOVAS,LILIA","LOPEZ CANOVAS,LILIA",100.0,,306084.0
"SANCHEZ CANTU,MANUEL","SANCHEZ CANTU,MANUEL",100.0,,43395.0
"MAS OLIVA,JAIME","MAS OLIVA,JAIME",100.0,,2668.0
"ALONSO GARCIA,ANA LUCIA","ALONSO GARCIA,ANA LUCIA",100.0,,201218.0
"MORALES REYES,ALICIA","MORALES REYES,ALICIA",100.0,,40523.0
"ZOLOTUKHIN,MIKHAIL","ZOLOTUKHIN,MIKHAIL",100.0,,122236.0
"KNIAJANSKI,SERGEI","KNIAJANSKI,SERGEI YAKOVLEVICH",100.0,,15982.0
"GARCIA RAMIREZ,MARCELA","GARCIA RAMIREZ,MARCELA MARIA ELENA",100.0,,15165.0
"CADENAS PLIEGO,GREGORIO","CADENAS PLIEGO,GREGORIO",100.0,,13972.0
"WONG RAMIREZ,CARLOS","WONG RAMIREZ,CARLOS",100.0,,2442.0
"IBANEZ HERNANDEZ,MIGUEL ANGEL","IBANEZ HERNANDEZ,MIGUEL ANGEL ANTONIO",100.0,,271791.0
"CRUZ BARBA,LUIS EMILIO","CRUZ BARBA,LUIS EMILIO",100.0,,201204.0
"FLORES VALDEZ,MARIO ALBERTO","FLORES VALDEZ,MARIO ALBERTO",100.0,,83675.0
"ALONSO MARTINEZ,FERNANDO","ALONSO MARTINEZ,FERNANDO",100.0,fl:fe_ln:alonsomartinez-1,253776.0
"RANA,MOHAN SINGH","RANA,MOHAN SINGH",100.0,,121760.0
"PEREZ MORENO,VICTOR","PEREZ MORENO,VICTOR",100.0,fl:vi_ln:perezmoreno-1,25017.0
"CHAPELA CASTANARES,VICTOR MANUEL","CHAPELA CASTANARES,VICTOR MANUEL",100.0,,16053.0
"PERCINO ZACARIAS,MARIA JUDITH","PERCINO ZACARIAS,MARIA JUDITH",100.0,,14138.0
"HERNANDEZ BELLO,ROMEL","HERNANDEZ BELLO,ROMEL",100.0,,38967.0
"MARTINEZ GOMEZ,ALVARO DE JESUS","MARTINEZ GOMEZ,ALVARO DE JESUS",100.0,,22295.0
