patent_number,patent_title,patent_date,inventor_city,inventor_country,inventor_first_name,inventor_first_seen_date,inventor_id,inventor_last_name,inventor_last_seen_date,inventor_lastknown_city,inventor_lastknown_country,inventor_sequence,inventor_state,inventor_state_fips,inventor_total_num_patents
9290492,Solid forms of antibiotics,2016-03-22,Tlaltizapan,MX,Herbert,2016-03-08,fl:he_ln:hopfl-1,Hopfl,2019-02-19,Cuernavaca,MX,3,,,3
9290492,Solid forms of antibiotics,2016-03-22,Tlaltizapan,MX,Hugo Morales,2016-03-22,fl:hu_ln:rojas-2,Rojas,2016-03-22,Tlaltizapan,MX,0,,,1
9290492,Solid forms of antibiotics,2016-03-22,Tlaltizapan,MX,Dea Herrera,2016-03-22,fl:de_ln:ruiz-2,Ruiz,2016-03-22,Tlaltizapan,MX,2,,,1
9290492,Solid forms of antibiotics,2016-03-22,Tlaltizapan,MX,Jorge Guillermo Dominguez,2016-03-22,fl:jo_ln:chavez-18,Chavez,2016-03-22,Tlaltizapan,MX,1,,,1
9290492,Solid forms of antibiotics,2016-03-22,Tlaltizapan,MX,Juan Manuel Martinez,2016-03-22,2ryx29g82kiwobudg2nh11llk,Alejo,2016-03-22,Tlaltizapan,MX,4,,,1
9358367,Cannula holder having a guide for a stomach tube,2016-06-07,Jalisco,MX,Hector de Jesus,2009-09-29,fl:he_ln:velezrivera-2,Velez-Rivera,2019-11-05,Jalisco,MX,0,,,4
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Mario,2016-06-14,fl:ma_ln:ramirezdesantiago-1,Ramirez De Santiago,2019-08-20,Mexico City,MX,8,,,2
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Maria de Lourdes,2008-08-26,fl:ma_ln:mosqueiramondragon-1,Mosqueira Mondragon,2021-11-23,Mexico City,MX,2,,,7
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Cesar,2016-06-14,fl:ce_ln:bernalhuicochea-1,Bernal Huicochea,2019-08-20,Mexico City,MX,6,,,2
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Juan de la Cruz,2016-06-14,fl:ju_ln:clavellopez-1,Clavel Lopez,2021-04-20,Mexico City,MX,7,,,4
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Flavio Salvador,2014-08-26,fl:fl_ln:vazquezmoreno-1,Vazquez Moreno,2024-03-05,Mexico City,MX,5,,,23
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Beatriz,2016-06-14,fl:be_ln:zapatarendon-1,Zapata Rendon,2018-03-27,Mexico City,MX,1,,,3
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Luis Manuel,2016-06-14,fl:lu_ln:quejake-1,Quej Ake,2024-04-16,Mexico City,MX,3,,,4
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Jorge Arturo,2016-06-14,fl:jo_ln:aburtoanell-1,Aburto Anell,2020-12-08,Mexico City,MX,0,,,7
9366387,Process of preparing improved heavy and extra heavy crude oil emulsions by use of biosurfactants in water and product thereof,2016-06-14,Mexico City,MX,Eugenio Alejandro,2013-12-03,fl:eu_ln:floresoropeza-1,Flores Oropeza,2019-01-01,Mexico City,MX,4,,,17
9408836,Pharmaceutical composition containing pirfenidone in sustained-release tablet form,2016-08-09,Mexico City,MX,Jorge,2016-08-09,fl:jo_ln:cervantesguadarrama-1,Cervantes Guadarrama,2024-09-10,Mexico City,MX,2,,,6
9408836,Pharmaceutical composition containing pirfenidone in sustained-release tablet form,2016-08-09,Mexico City,MX,Juan Socorro,2010-10-05,fl:ju_ln:armendarizborunda-1,Armendariz Borunda,2024-09-10,Mexico City,MX,0,,,17
9408836,Pharmaceutical composition containing pirfenidone in sustained-release tablet form,2016-08-09,Mexico City,MX,Jose Agustin Rogelio,2013-07-23,fl:jo_ln:maganacastro-1,Magana Castro,2024-09-10,Mexico City,MX,1,,,16
9433602,Combination and composition for treating obesity,2016-09-06,Mexico City,MX,Gustavo,2014-11-25,fl:gu_ln:barrancohernandez-1,Barranco Hernandez,2016-09-06,Mexico City,MX,1,,,2
9433602,Combination and composition for treating obesity,2016-09-06,Mexico City,MX,Juan Pablo,2014-09-30,fl:ju_ln:senosiainpelaez-1,Senosiain Pelaez,2019-05-28,Mexico City,MX,0,,,6
9433602,Combination and composition for treating obesity,2016-09-06,Mexico City,MX,Raul Garcia Salgado,2016-09-06,fl:ra_ln:lopez-3,Lopez,2016-09-06,Mexico City,MX,2,,,1
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Sung Jae,1999-12-28,fl:su_ln:kim-190,Kim,2024-05-21,Seoul,KR,13,,,82
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Raul,2016-10-18,fl:ra_ln:oviedoroa-1,Oviedo Roa,2021-05-25,Mexico City,MX,6,,,5
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Tomas Eduardo,2016-10-18,fl:to_ln:chavezmiyauchi-1,Chavez Miyauchi,2016-10-18,Mexico City,MX,15,,,1
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Eduardo,2014-05-13,fl:ed_ln:buenrostrogonzalez-1,Buenrostro Gonzalez,2018-05-29,Mexico City,MX,8,,,8
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Rodolfo,2016-10-18,fl:ro_ln:cisnerosdevora-1,Cisneros Devora,2021-10-19,Mexico City,MX,9,,,8
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Jorge Francisco,2016-10-18,fl:jo_ln:ramirezperez-1,Ramirez Perez,2021-05-25,Mexico City,MX,14,,,5
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,America Elizabeth,2016-10-18,fl:am_ln:mendozaaguilar-1,Mendoza Aguilar,2021-10-19,Mexico City,MX,12,,,4
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Yosadara,2008-08-26,fl:yo_ln:ruizmorales-1,Ruiz Morales,2016-10-18,Mexico City,MX,16,,,5
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Erick Emanuel,2015-07-07,fl:er_ln:lunarojero-1,Luna Rojero,2021-10-19,Mexico City,MX,3,,,7
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Mirna,2016-10-18,fl:mi_ln:ponsjimenez-1,Pons Jimenez,2022-07-12,Mexico City,MX,11,,,7
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Maria del Pilar,2016-10-18,fl:ma_ln:arzolagarcia-1,Arzola Garcia,2021-06-29,Mexico City,MX,10,,,3
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Luis Silvestre,2013-08-27,fl:lu_ln:zamudiorivera-1,Zamudio Rivera,2022-07-12,Mexico City,MX,1,,,23
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,David Aaron,2015-07-07,fl:da_ln:nietoalvarez-1,Nieto Alvarez,2021-10-19,Mexico City,MX,7,,,7
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Raul,2013-08-27,fl:ra_ln:hernandezaltamirano-1,Hernandez Altamirano,2022-07-12,Mexico City,MX,0,,,23
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Jose Manuel,2016-10-18,fl:jo_ln:martinezmagadan-1,Martinez Magadan,2022-07-12,Mexico City,MX,5,,,7
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Violeta Yasmin,2013-08-27,fl:vi_ln:menacervantes-2,Mena Cervantes,2021-06-29,Mexico City,MX,2,,,18
9469804,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity,2016-10-18,Mexico City,MX,Enrique,2016-10-18,fl:en_ln:serranosaldana-1,Serrano Saldana,2016-10-18,Mexico City,MX,4,,,1
9492817,Process for altering the physico-chemical properties of Faujasite Y-type zeolites,2016-11-15,Mexico City,MX,Jose Marie Maurice,2014-05-06,fl:jo_ln:julienfripiat-1,Julien Fripiat,2019-05-28,Mexico City,MX,5,,,3
9492817,Process for altering the physico-chemical properties of Faujasite Y-type zeolites,2016-11-15,Mexico City,MX,Hector,2014-05-06,fl:he_ln:armendarizherrera-1,ARMENDARIZ HERRERA,2019-05-28,Mexico City,MX,0,,,7
9492817,Process for altering the physico-chemical properties of Faujasite Y-type zeolites,2016-11-15,Mexico City,MX,Maria de Lourdes Alejandra,2014-05-06,fl:ma_ln:guzmancastillo-1,GUZMAN CASTILLO,2021-11-23,Mexico City,MX,1,,,8
9492817,Process for altering the physico-chemical properties of Faujasite Y-type zeolites,2016-11-15,Mexico City,MX,Jaime,2011-06-21,fl:ja_ln:sanchezvalente-2,SANCHEZ VALENTE,2021-11-23,Mexico City,MX,4,,,9
9492817,Process for altering the physico-chemical properties of Faujasite Y-type zeolites,2016-11-15,Mexico City,MX,Patricia,2014-05-06,fl:pa_ln:perezromo-1,Perez Romo,2022-11-15,Mexico City,MX,3,,,4
9492817,Process for altering the physico-chemical properties of Faujasite Y-type zeolites,2016-11-15,Mexico City,MX,Francisco Javier,2011-06-21,fl:fr_ln:hernandezbeltran-1,Hernandez Beltran,2019-05-28,Mexico City,MX,2,,,5
9499448,Microbial composition comprising liquid fertilizer and processes for agricultural use,2016-11-22,Lady Lake,US,Darrell T.,2016-11-22,fl:da_ln:thorpe-1,Thorpe,2021-03-02,Lady Lake,US,0,FL,12,2
9499448,Microbial composition comprising liquid fertilizer and processes for agricultural use,2016-11-22,Ixtlahuacan de los Membrillos,MX,Jaime,2016-11-22,fl:ja_ln:lopezcervantes-1,Lopez-Cervantes,2020-04-14,Ixtlahuacan de los Membrillos,MX,1,,,3
9540989,Methods and systems for boost control,2017-01-10,Mexico City,MX,Daniel Andres,2017-01-10,fl:da_ln:ramoscoria-1,Ramos Coria,2018-08-14,Santa Fe,MX,1,,,2
9540989,Methods and systems for boost control,2017-01-10,Miguel Aleman,MX,Artemio,2017-01-10,fl:ar_ln:magana-1,Magana,2018-08-14,Leona Vicario,MX,3,,,2
9540989,Methods and systems for boost control,2017-01-10,General Escobedo,MX,Rodrigo,2017-01-10,fl:ro_ln:felix-7,Felix,2020-04-21,General Escobedo,MX,2,,,5
9540989,Methods and systems for boost control,2017-01-10,Mexico City,MX,Arturo del Refugio,2017-01-10,fl:ar_ln:sanchezperez-2,Sanchez Perez,2018-08-14,Mexico City,MX,0,,,2
9550542,Electric cycle,2017-01-24,Dearborn,US,Jose Guillermo,2017-01-24,fl:jo_ln:saavedraroman-1,Saavedra Roman,2022-09-13,The Colony,US,5,MI,26,4
9550542,Electric cycle,2017-01-24,Mexico City,MX,Daniel Amaury,2017-01-24,fl:da_ln:menchacagonzalez-1,Menchaca Gonzalez,2017-11-14,Mexico City,MX,7,,,2
9550542,Electric cycle,2017-01-24,Mexico City,MX,Ana Laura,2017-01-24,fl:an_ln:quintanarmelendez-1,Quintanar Melendez,2017-11-14,Mexico City,MX,6,,,2
9550542,Electric cycle,2017-01-24,Queretaro,MX,Ramon,2017-01-24,fl:ra_ln:jaureguiortiz-1,Jauregui Ortiz,2017-11-14,Queretaro,MX,4,,,2
9550542,Electric cycle,2017-01-24,Estado de Mexico,MX,Jose de Jesus,2017-01-24,fl:jo_ln:martinezcolin-1,Martinez Colin,2017-11-14,Estado de Mexico,MX,8,,,2
9550542,Electric cycle,2017-01-24,Hamburg,DE,Luis Alfonso,2017-01-24,fl:lu_ln:dominguezvictorio-1,Dominguez Victorio,2017-11-14,Hamburg,DE,1,,,2
9550542,Electric cycle,2017-01-24,Mexico City,MX,Benjamin Duenas,2016-03-15,fl:be_ln:figueroa-2,Figueroa,2017-11-14,Acapulco,MX,0,,,3
9550542,Electric cycle,2017-01-24,Estado de Mexico,MX,Haydee Guadalupe,2017-01-24,fl:ha_ln:martinezrivera-1,Martinez Rivera,2017-11-14,Estado de Mexico,MX,2,,,2
9550542,Electric cycle,2017-01-24,Estado de Mexico,MX,Raciel,2017-01-24,fl:ra_ln:cruzramirez-1,Cruz Ramirez,2017-11-14,Estado de Mexico,MX,3,,,2
9580406,Processes for the preparation of axitinib,2017-02-28,Calimaya de Diaz Gonzalez,MX,Jose Miguel,2015-09-01,fl:jo_ln:lazcanoseres-1,Lazcano-Seres,2017-02-28,Calimaya de Diaz Gonzalez,MX,1,,,3
9580406,Processes for the preparation of axitinib,2017-02-28,Toluca,MX,Martin Raul,2017-02-28,fl:ma_ln:montielperez-1,Montiel-Perez,2017-02-28,Toluca,MX,4,,,1
9580406,Processes for the preparation of axitinib,2017-02-28,Toluca,MX,Israel,2017-02-28,fl:is_ln:floresgarcia-1,Flores-Garcia,2017-02-28,Toluca,MX,5,,,1
9580406,Processes for the preparation of axitinib,2017-02-28,Toluca,MX,Evin Hazael,2015-09-01,fl:ev_ln:granadoscovarrubias-1,Granados-Covarrubias,2017-02-28,Toluca,MX,0,,,2
9580406,Processes for the preparation of axitinib,2017-02-28,Metepec,MX,Roberto Carlos,2015-09-01,fl:ro_ln:melgarfernandez-1,Melgar-Fernandez,2017-02-28,Metepec,MX,2,,,2
9580406,Processes for the preparation of axitinib,2017-02-28,San Miguel Zinacantepec,MX,Armando,2015-09-01,fl:ar_ln:zambranohuerta-1,Zambrano-Huerta,2017-02-28,San Miguel Zinacantepec,MX,3,,,3
9653244,Lockout relay device,2017-05-16,Moctezuma,MX,Jose Ramon,2017-05-16,fl:jo_ln:martinezramirez-1,Martinez Ramirez,2020-05-19,San Luis Potosi,MX,4,,,3
9653244,Lockout relay device,2017-05-16,Gomez Palacio,MX,Sergio David,2017-05-16,fl:se_ln:esquivelalvarez-1,Esquivel Alvarez,2020-05-19,Gomez Palacio,MX,3,,,4
9653244,Lockout relay device,2017-05-16,Soledad de Graciano Sanchez,MX,Carlos Baltazar,2017-05-16,fl:ca_ln:castromaciel-1,Castro Maciel,2020-05-19,Soledad de Graciano Sanchez,MX,0,,,4
9653244,Lockout relay device,2017-05-16,Moctezuma,MX,Jorge Luis,2017-05-16,fl:jo_ln:sotomurrieta-1,Soto Murrieta,2017-08-22,San Luis Potosi,MX,6,,,2
9653244,Lockout relay device,2017-05-16,San Nicolas de los Garza,MX,Gerardo,2016-05-31,fl:ge_ln:rodrigueznajera-1,Rodriguez Najera,2020-05-19,San Nicolas de los Garza,MX,2,,,8
9653244,Lockout relay device,2017-05-16,Moctezuma,MX,Hector Jaime,2017-05-16,fl:he_ln:alba-1,Alba,2020-05-19,San Luis Potosi,MX,5,,,3
9653244,Lockout relay device,2017-05-16,Rodolfo Sanchez Taboada ( Maneadero ),MX,Marco Antonio,2017-05-16,fl:ma_ln:hidrogoordaz-1,Hidrogo Ordaz,2020-05-19,Gomez Palacio,MX,1,,,3
9717773,Lactococcus lactis strains for producing bioactive peptides having anti-hypertensive and cholesterol-lowering effects,2017-08-01,Hermosillo,MX,Jose Carlos Rodriguez,1995-12-19,fl:jo_ln:figueroa-4,Figueroa,2020-12-15,Hermosillo,MX,2,,,10
9717773,Lactococcus lactis strains for producing bioactive peptides having anti-hypertensive and cholesterol-lowering effects,2017-08-01,Hermosillo,MX,Belinda,2014-10-21,fl:be_ln:vallejogalland-1,Vallejo Galland,2021-07-27,Hermosillo,MX,0,,,9
9717773,Lactococcus lactis strains for producing bioactive peptides having anti-hypertensive and cholesterol-lowering effects,2017-08-01,Hermosillo,MX,Aaron Fernando Gonzalez,2014-10-21,fl:aa_ln:cordova-2,Cordova,2020-12-15,Hermosillo,MX,1,,,8
9827926,Cowl trim assembly with sliding cover,2017-11-28,Yavaros (Isla las Viejas),MX,Hallin Sinai,2017-11-28,fl:ha_ln:hernandezmoreno-1,Hernandez Moreno,2017-11-28,Yavaros (Isla las Viejas),MX,2,,,1
9827926,Cowl trim assembly with sliding cover,2017-11-28,Cuautitlan Izcalli,MX,Ramiro,2017-11-28,fl:ra_ln:chablehernandez-1,Chable Hernandez,2017-11-28,Cuautitlan Izcalli,MX,1,,,1
9827926,Cowl trim assembly with sliding cover,2017-11-28,Mexico City,MX,Luis Alberto,2017-11-28,fl:lu_ln:duranhernandez-1,Duran Hernandez,2023-01-03,Coyoacan,MX,0,,,3
9850695,Door restraint mechanism,2017-12-26,Naucalpan,MX,Jorge Guillermo,2017-07-18,fl:jo_ln:barriosalbert-1,Barrios Albert,2023-11-07,Farmington Hills,US,2,,,6
9850695,Door restraint mechanism,2017-12-26,Birmingham,US,Yunuen,2017-12-26,fl:yu_ln:torresfernandez-1,Torres Fernandez,2017-12-26,Birmingham,US,0,MI,26,1
9850695,Door restraint mechanism,2017-12-26,Tlalnepantla,MX,Saulo Da,2017-06-20,fl:sa_ln:cortescervantes-1,Cortes Cervantes,2017-12-26,Tlalnepantla,MX,1,,,3
9852375,Techniques for mobile prediction,2017-12-26,Chandler,US,Joe,2000-09-05,fl:jo_ln:jensen-24,Jensen,2023-03-07,Chandler,US,2,AZ,04,8
9852375,Techniques for mobile prediction,2017-12-26,Chandler,US,Jose A.,2017-12-26,fl:jo_ln:avalos-2,Avalos,2024-08-20,Chandler,US,1,AZ,04,9
9852375,Techniques for mobile prediction,2017-12-26,Gilbert,US,Addicam V.,2009-07-14,fl:ad_ln:sanjay-1,Sanjay,2024-08-20,Gilbert,US,0,AZ,04,19
9862317,Automated defrost and defog performance test system and method,2018-01-09,Ixtaczoquitlan,MX,Marcos Ahuizotl,2018-01-09,fl:ma_ln:fragosoiniguez-1,Fragoso Iniguez,2024-02-27,Union y Progreso,MX,0,,,3
9862317,Automated defrost and defog performance test system and method,2018-01-09,Mexico City,MX,Oscar,2018-01-09,fl:os_ln:monroy-1,Monroy,2018-01-09,Mexico City,MX,3,,,1
9862317,Automated defrost and defog performance test system and method,2018-01-09,Troy,US,Rachid E.,2018-01-09,fl:ra_ln:elaile-1,El Aile,2018-01-09,Troy,US,2,MI,26,1
9862317,Automated defrost and defog performance test system and method,2018-01-09,White Lake,US,Kevin M.,2018-01-09,fl:ke_ln:rolinski-1,Rolinski,2018-01-09,White Lake,US,1,MI,26,1
9862658,Use of polymers as heterogeneous hydrogen donors for hydrogenation reactions,2018-01-09,Mexico City,MX,Jose Luis,2018-01-09,fl:jo_ln:garciagutierrez-1,Garcia Gutierrez,2024-11-12,Mexico City,MX,2,,,5
9862658,Use of polymers as heterogeneous hydrogen donors for hydrogenation reactions,2018-01-09,Mexico City,MX,Jose Luis,2013-01-15,fl:jo_ln:canodominguez-1,Cano Dominguez,2018-09-18,Xico,MX,1,,,3
9862658,Use of polymers as heterogeneous hydrogen donors for hydrogenation reactions,2018-01-09,Mexico City,MX,Laura Olivia,2018-01-09,fl:la_ln:alemanvazquez-1,Aleman Vazquez,2020-10-06,Mexico City,MX,0,,,3
9949959,Semi-solid topical composition containing pirfenidone and modified diallyl disulfide oxide (M-DDO) for eliminating or preventing acne,2018-04-24,Mexico City,MX,Pedro,2018-04-24,fl:pe_ln:penasantoyo-1,Pena Santoyo,2024-09-10,Mexico City,MX,2,,,5
9949959,Semi-solid topical composition containing pirfenidone and modified diallyl disulfide oxide (M-DDO) for eliminating or preventing acne,2018-04-24,Mexico City,MX,Jose Agustin Rogelio,2013-07-23,fl:jo_ln:maganacastro-1,Magana Castro,2024-09-10,Mexico City,MX,1,,,16
9949959,Semi-solid topical composition containing pirfenidone and modified diallyl disulfide oxide (M-DDO) for eliminating or preventing acne,2018-04-24,Mexico City,MX,Laura,2013-07-23,fl:la_ln:vazquezcervantes-1,Vazquez Cervantes,2024-09-10,Mexico City,MX,3,,,9
9949959,Semi-solid topical composition containing pirfenidone and modified diallyl disulfide oxide (M-DDO) for eliminating or preventing acne,2018-04-24,Mexico City,MX,Juan Socorro,2010-10-05,fl:ju_ln:armendarizborunda-1,Armendariz Borunda,2024-09-10,Mexico City,MX,0,,,17
9964189,Rotary actuation device,2018-05-08,Soledad de Graciano Sanchez,MX,Carlos Baltazar,2017-05-16,fl:ca_ln:castromaciel-1,Castro Maciel,2020-05-19,Soledad de Graciano Sanchez,MX,1,,,4
9964189,Rotary actuation device,2018-05-08,San Nicolas de los Garza,MX,Gerardo,2016-05-31,fl:ge_ln:rodrigueznajera-1,Rodriguez Najera,2020-05-19,San Nicolas de los Garza,MX,0,,,8
9964189,Rotary actuation device,2018-05-08,Gomez Palacio,MX,Sergio David,2017-05-16,fl:se_ln:esquivelalvarez-1,Esquivel Alvarez,2020-05-19,Gomez Palacio,MX,2,,,4
