Inventor,inventor_id,a
Juan Francisco Garcia Cendejas,fl:ju_ln:garciacendejas-1,
Juan Jose Wong,fl:ju_ln:wong-1,
Juan M. Quintana,fl:ju_ln:quintana-4,
Juan Manuel A. Vega,fl:ju_ln:vega-5,
Juan Pablo Senosiain Peláez,fl:ju_ln:senosiainpelaez-1,
Juan Pedro Baca Sánchez,fl:ju_ln:bacasanchez-1,
Karen Manucharyan,fl:ka_ln:manucharyan-1,
Lorena Alvarez Contreras,fl:lo_ln:alvarezcontreras-1,
Luis Manuel Sanchez Aguilar,fl:lu_ln:sanchezaguilar-1,
Luis Rafael Herrera-Estrella,fl:lu_ln:herreraestrella-1,
Luis Rodolfo Arevalo Pliego,fl:lu_ln:arevalopliego-2,
Manuel Escamilla,fl:ma_ln:escamilla-2,
Mario-David Torres-Cardona,fl:ma_ln:torrescardona-1,
Miguel Rivas,fl:mi_ln:rivas-2,
Narciso Delgado Guevara,fl:na_ln:delgadoguevara-1,
Neyda Eliza Leon Lopez,fl:ne_ln:leonlopez-2,
Oscar Garza-Ondarza,fl:os_ln:garzaondarza-1,
Osiris Mendoza Reyes,fl:os_ln:reyes-1,
Pedro E. Hernandez,fl:pe_ln:hernandez-2,
Ramón Naranjo-Tackman,fl:ra_ln:naranjotackman-1,
Ricardo Flores-Lira,fl:ri_ln:floreslira-1,
Salvador Castillo Cervantes,fl:sa_ln:castillocervantes-1,
Santiago Alonso Plata Amarillas,fl:sa_ln:plataamarillas-1,
Santiago Manuel Parra Becerra,fl:sa_ln:parrabecerra-1,
Sergio Alberto Moctezuma Espiricueto,fl:se_ln:moctezumaespiricueto-2,
Sergio Antonio Delon Canseco,fl:se_ln:deloncanseco-1,
Terence Sean Yoo,fl:te_ln:yoo-1,
Victoriano Zamora LEDEZMA,fl:vi_ln:zamora-1,
Adrian Sada-Trevino,fl:ad_ln:sadatrevino-1,
Alejandro Barrera Torres,fl:al_ln:torres-24,
Alejandro Hernandez Covarrubias,fl:al_ln:hernandezcovarrubias-1,
Aristeo Estrada Buendia,fl:ar_ln:estradabuendia-1,
Arturo Garcia Solis,fl:ar_ln:garciasolis-1,
Aurelio De Gyves,fl:au_ln:degyves-1,
Carlos A. Urquidi,fl:ca_ln:urquidi-1,
CARLOS ARMANDO URQUIDI ALMODÓVAR,,
Carlos Fabian NAVA,fl:ca_ln:nava-1,
Carlos Paul Gonzalez Inda,fl:ca_ln:gonzalezinda-1,
Carolina Henonin,fl:ca_ln:henonin-1,
Cesar Garcia,fl:ce_ln:garcia-4,
David Aarón Nieto Álvarez,fl:da_ln:nietoalvarez-1,
David Mondragon,fl:da_ln:mondragon-1,
Eduardo Garcia,fl:ed_ln:garcia-13,
Erick Emanuel Luna Rojero,fl:er_ln:lunarojero-1,
Ernesto Castro,fl:er_ln:castro-1,
Feliciano Guillen,fl:fe_ln:guillen-1,
Fernando Humberto Mercenari Uribe,fl:fe_ln:mercenariuribe-1,
Gordon Thomas Quattlebaum,fl:go_ln:quattlebaum-1,
Gustavo Garcia,fl:gu_ln:garcia-6,
Hector ARMENDARIZ HERRERA,fl:he_ln:armendarizherrera-1,
Hector Mendoza-Orozco,fl:he_ln:mendozaorozco-2,
Israel Cruz,fl:is_ln:cruz-3,
Jamil Nacif Benavides,fl:ja_ln:nacifbenavides-1,
Javier Canales,fl:ja_ln:canales-1,
Jesus Gabriel Trillo Vargas,fl:je_ln:trillovargas-1,
Jorge Arturo Aburto Anell,fl:jo_ln:aburtoanell-1,
Jorge Becerra,fl:jo_ln:becerra-1,
Jorge Mario Rochin Machado,fl:jo_ln:rochinmachado-2,
Jose Eleazar Zuniga-Juarez,fl:jo_ln:zunigajuarez-1,
José Gertrudis Bocanegra Rojas,fl:jo_ln:bocanegrarojas-1,
José Manuel Martínez Magadan,fl:jo_ln:martinezmagadan-1,
Juan Angeles,fl:ju_ln:angeles-1,
Juan Angeles,fl:ju_ln:angeles-1,
Lawrence S. Maccherone,fl:la_ln:maccherone-2,
Luis Ernesto Quiroz de la Mora,fl:lu_ln:quirozdelamora-1,
Makoto Fukubayashi,fl:ma_ln:fukubayashi-1,
Marcelino Hernandez,fl:ma_ln:hernandez-48,
Marco Antonio Dominguez Aguilar,fl:ma_ln:dominguezaguilar-1,
Maria Benita Leonor Fernandez Salgado,fl:ma_ln:salgado-1,
Maria de Lourdes Mosqueira Mondragon,fl:ma_ln:mosqueiramondragon-1,
Maurizio Francesco Pasqual,fl:ma_ln:pasqual-1,
Miguel Gutierrez,fl:mi_ln:gutierrez-2,
Mirna Pons Jiménez,fl:mi_ln:ponsjimenez-1,
Norberto Hector Perales Solis,fl:no_ln:solis-1,
Omar Rangel Alvarez,fl:om_ln:alvarez-1,
Oscar Bautista Cid,fl:os_ln:bautistacid-1,
Pierpaolo Campeol,fl:pi_ln:campeol-1,
Ramses Galaz Mendez,fl:ra_ln:galazmendez-1,
Raul Ezequiel Alvarez Ruiz,fl:ra_ln:alvarezruiz-1,
Raul Ezequiel Alvarez Ruiz,fl:ra_ln:alvarezruiz-1,
Ricardo Ceballos-Godefroy,fl:ri_ln:ceballosgodefroy-2,
Ricardo Daniel Sanchez Lugo,fl:ri_ln:sanchezlugo-1,
Robert R. Blake,fl:ro_ln:blake-9,
Roberto Guzman,fl:ro_ln:guzman-2,
Rodrigo Lobeira Massu,fl:ro_ln:lobeiramassu-1,
Ronald Victor Manuel Lopez-Gomez,fl:ro_ln:lopezgomez-1,
Sebastian V. R. Mastrangelo,fl:se_ln:mastrangelo-1,
Sergio Alberto Vega Velazquez,fl:se_ln:vegavelazquez-1,
Simón López Ramírez,fl:si_ln:lopezramirez-2,
Suraj Shinde,fl:su_ln:shinde-7,
Victor Gerardo Caloca Galindo,fl:vi_ln:galindo-1,
Victor Ocegueda,fl:vi_ln:ocegueda-1,
Aarón Fernando González Córdova,fl:aa_ln:gonzalezcordova-1,
Adrian Cesar Cavazos Sepulveda,fl:ad_ln:cavazossepulveda-1,
ALDO RAMIREZ SETIEN,fl:jo_ln:ramirez-14,José Aldo Ramirez
Cesar A. Gonzalez,fl:ce_ln:gonzalez-3,
Cesar Sanchez,fl:ce_ln:sanchez-3,
David Apolinar Guerra Zubiaga,fl:da_ln:guerrazubiaga-1,
Eduardo Buenrostro Gonzalez,fl:ed_ln:buenrostrogonzalez-1,
Elmer Mariano Juarez,fl:el_ln:juarez-1,
Enrique Barragan,fl:en_ln:barragan-1,
ENRIQUE REMES ZURITA,fl:en_ln:remes-1,
Feliciano Sanchez-Sinencio,fl:fe_ln:sanchezsinencio-1,
Fernando Martinez-Bustos,fl:fe_ln:martinezbustos-1,
Francois Xavier Dubost,fl:fr_ln:dubost-1,
Gerardo Sagaon,fl:ge_ln:sagaon-1,
Gilberto P. Paz,fl:gi_ln:paz-1,
Gustavo M. Gaxiola,fl:gu_ln:gaxiola-1,
Hayato Arai,fl:ha_ln:arai-6,
Hector Sanchez,fl:he_ln:sanchez-7,
Ivan Aguilar,fl:iv_ln:aguilar-1,
Jesus Adan Cruz Vargas,fl:je_ln:cruzvargas-1,
Joaquin Beas Bujanos,fl:jo_ln:beasbujanos-1,
JOSÉ ADÁN ÁVALOS SOLÓRZANO,fl:jo_ln:avalos-2,
Jose Aldo Ramirez,fl:jo_ln:ramirez-14,
Jose Javier Tovar Pescador,fl:jo_ln:tovarpescador-1,
Juan A. Martinez,fl:ju_ln:martinez-15,
Juan Miguel Gonzalez Covarrubias,fl:ju_ln:gonzalezcovarrubias-1,
Julio Cesar Ayala Vera,fl:ju_ln:vera-7,
Laura Vázquez Cervantes,fl:la_ln:vazquezcervantes-1,
Leonardo Alonso Huitron Rodríguez,fl:le_ln:huitron-1,
Luis Lopez Moreno,fl:lu_ln:lopezmoreno-1,
Marco Aurelio Flores-Verdugo,fl:ma_ln:floresverdugo-1,
MARCOS JAVIER RIOS ACEBAL,fl:ma_ln:riosacebal-1,
Maria Alejandra Noble Colin,fl:ma_ln:noblecolin-1,
Maria de Lourdes Alejandra GUZMAN CASTILLO,fl:ma_ln:guzmancastillo-1,
Mario Herrera,fl:ma_ln:herrera-8,
Mauricio Diaz,fl:ma_ln:diaz-21,
Maximo Arturo Gayoso Sanchez,fl:ma_ln:gayoso-1,
Pedro Alfonso Luchsinger Duhalde,fl:pe_ln:luchsinger-1,
Pedro W. Luchsinger,fl:pe_ln:luchsinger-1,
Ricardo Benavides Pérez,fl:ri_ln:benavidesperez-2,
Rodolfo Cisneros Devora,fl:ro_ln:cisnerosdevora-1,
Sami Mumtaz,fl:sa_ln:mumtaz-2,
Victor Medina,fl:vi_ln:medina-3,
Victor Tijerina Ramos,fl:vi_ln:tijerinaramos-1,
Walid Kuri-Harcuch,fl:wa_ln:kuriharcuch-1,
Wilfried Van Moorleghem,fl:wi_ln:vanmoorleghem-1,
Alfonso Javier Barragán Treviño,fl:al_ln:barragantrevino-1,
Ana Patricia Del Angel,fl:an_ln:delangel-1,
Arie Jusidman,fl:ar_ln:jusidman-1,
Arturo A. Ortiz Rivas,fl:ar_ln:rivas-2,
Belinda Vallejo Galland,fl:be_ln:vallejogalland-1,
Brian E. Attwood,fl:br_ln:attwood-2,
Carlos Angeles Chavez,fl:ca_ln:angeleschavez-1,
Carlos Gonzalez Inda,fl:ca_ln:inda-1,
Cecilia Hernandez,fl:ce_ln:hernandez-5,
David Gomez Gutierrez,fl:da_ln:gomezgutierrez-1,
Eugenio Zendejas-Martinez,fl:eu_ln:zendejasmartinez-2,
Fernando Gonzalez,fl:fe_ln:gonzalez-9,
Francisco Velasco,fl:fr_ln:velasco-2,
Gerardo Ferrat Torres,fl:ge_ln:ferrattorres-1,
Guillermo M. Ruiz-Palacios,fl:gu_ln:ruizpalacios-1,
Jaime SANCHEZ VALENTE,fl:ja_ln:sanchezvalente-2,
Javier Rodriguez,fl:ja_ln:rodriguez-13,
Jesus Edgar Dominguez Cuevas,fl:je_ln:dominguezcuevas-1,
Jesus Garcia,fl:je_ln:garcia-29,
John-Claude Savoir,fl:jo_ln:savoir-2,
Jorge Adolfo Miranda Nieto,fl:jo_ln:mirandanieto-1,
José Eulalio Contreras De Leon,fl:jo_ln:contrerasdeleon-1,
Jose G. Ruiz Juarez,fl:jo_ln:ruizjuarez-1,
Jose Gonzalo Hernandez Cortez,fl:jo_ln:hernandezcortez-1,
José Guadalupe Ruiz Juarez,fl:jo_ln:ruizjuarez-1,
Jose L Almaraz,fl:jo_ln:almaraz-1,
Jose Madrigal,fl:jo_ln:madrigal-1,
Kazuyuki Okamoto,fl:ka_ln:okamoto-22,
Luis Enrique Castillo Jaime,fl:lu_ln:castillojaime-1,
Luis Felipe Blas Martinez,fl:lu_ln:blasmartinez-1,
Maria Antonia Cortes Jacome,fl:ma_ln:cortesjacome-1,
Maria Fernanda Medina Luna,fl:ma_ln:medinaluna-1,
Mario Héctor Gottfried Gutiérrez,fl:ma_ln:gottfried-2,
Maximiano Francisco Ruiz-Torres,,
Maximiano Ruiz-Torres,fl:ma_ln:ruiztorres-1,
Moises Sheinberg Frenkel,fl:mo_ln:frenkel-2,
Omar Antonio Ramirez Pavon,fl:om_ln:ramirezpavon-1,
Pedro Wirz Luchsinger,fl:pe_ln:wirzluchsinger-1,
Rafael Martinez Palou,fl:ra_ln:martinezpalou-1,
Raul Enriquez Shibayama,fl:ra_ln:enriquezshibayama-2,
Victor Gerardo Caloca Galindo,fl:vi_ln:galindo-1,
Adrian Romero Regalado,fl:ad_ln:romeroregalado-1,
Alejandro Ramírez Estrada,fl:al_ln:ramirezestrada-1,
Carlos Garnier Ortiz,fl:ca_ln:ortiz-1,
Carlos Jose Avalos Sartorio,fl:ca_ln:avalossartorio-1,
Carolina Garcia Delgado,fl:ca_ln:garciadelgado-1,
Charles E. Busse,fl:ch_ln:busse-4,
Erhard Herrmann,fl:er_ln:herrmann-4,
Gustavo M. Guillemin,fl:gu_ln:guillemin-1,
Hiram Isaac Beltran Conde,fl:hi_ln:beltranconde-2,
Humberto Flores-Villarreal,fl:hu_ln:floresvillarreal-1,
John Stuart Fleming,fl:jo_ln:fleming-14,
Jonatan Leff Yaffe,fl:jo_ln:leffyaffe-1,
Jorge Rodriguez Alcazar,fl:jo_ln:alcazar-2,
Jose Alvarez,fl:jo_ln:alvarez-27,
Jóse Carlos Rodríguez Figueroa,fl:jo_ln:rodriguezfigueroa-1,
Jose Manuel Dominguez Esquivel,fl:jo_ln:dominguezesquivel-1,
Jose Quezada,fl:jo_ln:quezada-1,
Juan Antonio Villarreal Trevino,fl:ju_ln:villarrealtrevino-1,
Juan Garcia Martinez,fl:ju_ln:martinez-8,
Luis Fernando Cabrera y Lopez Caram,fl:lu_ln:cabreraylopezcaram-1,
Miguel Angel Leon Guerrero,fl:mi_ln:leonguerrero-1,
Miguel Jose Avalos Sartorio,fl:mi_ln:avalossartorio-1,
Patricia Marquez,fl:pa_ln:marquez-1,
Víctor Mario Leal Herrera,fl:vi_ln:lealherrera-1,
Victor Tijerina-Ramos,fl:vi_ln:tijerinaramos-2,
Xuan Nguyen-Dinh,fl:xu_ln:nguyendinh-1,
Arquimedes Godoy,fl:ar_ln:godoy-2,
Arturo Ramos,fl:ar_ln:ramos-5,
David Delgado,fl:da_ln:delgado-2,
Erick A. Rodriguez,fl:er_ln:rodriguez-1,
Esteban Lopez Salinas,fl:es_ln:lopezsalinas-2,
Fernando Perez-Cabrera,fl:fe_ln:perezcabrera-1,
Francisco Perez,fl:fr_ln:perez-3,
Hector Portillo,fl:he_ln:portillo-1,
Hugo Fortin,fl:hu_ln:fortin-1,
Israel Velazquez,fl:is_ln:velazquez-1,
Jose Antonio Toledo Antonio,fl:jo_ln:toledoantonio-1,
José Guadalupe Cid-Aguilar,fl:jo_ln:cidaguilar-2,
Jose Sierra,fl:jo_ln:sierra-1,
Luis Angel Ramirez Ortiz,fl:lu_ln:ortiz-3,
Luis Bernardo De La Rosa,fl:lu_ln:delarosa-2,
Mario Aguilar,fl:ma_ln:aguilar-6,
Raul Daniel Flores Aguirre,fl:ra_ln:floresaguirre-1,
Roberto Marcos Cabrera-Llanos,fl:ro_ln:cabrerallanos-1,
Rodrigo Lopez,fl:ro_ln:lopez-2,
Agueda M. H. Magro,fl:ag_ln:magro-2,
Amilcar Alzaga,fl:am_ln:alzaga-1,
Angel Alvarez,fl:an_ln:alvarez-3,
Carlos Tostado,fl:ca_ln:tostado-1,
Conrado Carrillo Castillo,fl:co_ln:carrillo-2,
Fernando Paisano Rodriguez,fl:fe_ln:paisanorodriguez-1,
Francisco Javier Septien Prieto,fl:fr_ln:septienprieto-1,
Francisco Javier Vazquez,fl:fr_ln:vazquez-4,
Gerardo Escobar,fl:ge_ln:escobar-2,
Harold W. Seeds,fl:ha_ln:seeds-1,
Jose Alfredo Peregrina Loera,fl:jo_ln:peregrinaloera-1,
Luis Lopez Moreno,fl:lu_ln:lopezmoreno-1,
Manuel Gutierrez,fl:ma_ln:gutierrez-17,
Santos Burrola,fl:sa_ln:burrola-1,
Takafumi Uehara,fl:ta_ln:uehara-25,
Alfredo Fayard,fl:al_ln:fayard-1,
Alvaro Jimenez Hernandez,fl:al_ln:jimenezhernandez-2,
Arquimedes ESTRADA MARTINEZ,fl:ar_ln:estradamartinez-2,
Arturo S. Valencia Sil,fl:ar_ln:valenciasil-1,
Eduardo Arturo Aguilar Ruelas,fl:ed_ln:aguilarruelas-1,
Jaime Vasquez,fl:ja_ln:vasquez-2,
Jesus R. Morales,fl:je_ln:morales-2,
Jorge Ancheyta Juarez,fl:jo_ln:ancheytajuarez-1,
Jorge Manuel Maquita Nakano,fl:jo_ln:maquitanakano-1,
Jorge Sada,fl:jo_ln:sada-1,
Juan Martin Mendez Padilla,fl:ju_ln:mendezpadilla-1,
Laura Veronica Castro Sotelo,fl:la_ln:castrosotelo-1,
Manuel Alejandro Lopez Sanchez,fl:ma_ln:lopezsanchez-2,
Pedro Gonzalez,fl:pe_ln:gonzalez-4,
Alberto G. Domenge,fl:al_ln:domenge-1,
Alfonso LOPEZ ORTEGA,fl:al_ln:lopezortega-1,
Antonio Palacios,fl:an_ln:palacios-2,
Arturo Solis Herrera,fl:ar_ln:solisherrera-1,
Carl Wimmer,fl:ca_ln:wimmer-1,
Diego Santillan Gutierrez,fl:di_ln:santillangutierrez-1,
Gustavo Rodriguez,fl:gu_ln:rodriguez-6,
Jorge O. Becerra-Novoa,fl:jo_ln:becerranovoa-2,
Jose A. Garcia,fl:jo_ln:garcia-53,
José Agustín Rogelio Magaña Castro,fl:jo_ln:maganacastro-1,
Jose Perez,fl:jo_ln:perez-28,
Victor Fajardo,fl:vi_ln:fajardo-2,
Agueda Martinez Hernandez Magro,fl:ag_ln:martinezhernandezmagro-1,
Diego Fabricio Villacres Mesias,fl:di_ln:villacresmesias-1,
Eduardo Estrada,fl:ed_ln:estrada-3,
Fernando J. Ramirez,fl:fe_ln:ramirez-1,
Jose Luis Hernandez,fl:jo_ln:hernandez-13,
Juan Arroyo,fl:ju_ln:arroyo-1,
Luca D. Farioli Brioschi,fl:lu_ln:fariolibrioschi-1,
Luis V. Ramirez Chaidez,fl:lu_ln:ramirezchaidez-1,
Patrick Burgess,fl:pa_ln:burgess-4,
Ricardo Gonzalez,fl:ri_ln:gonzalez-16,
Alfredo Martinez,fl:al_ln:martinez-17,
Cesar Andres Flores Sandoval,fl:ce_ln:floressandoval-1,
Daniel Vogel Fernandez de Castro,fl:da_ln:vogelfernandezdecastro-1,
Guadalupe Garcia,fl:gu_ln:garcia-19,
Gustavo Cano,fl:gu_ln:cano-1,
Jose-Filonel Tawag Mendoza,fl:jo_ln:mendoza-26,
Juan Socorro Armendáriz Borunda,fl:ju_ln:armendarizborunda-1,
Marcelo Lozada y Cassou,fl:ma_ln:lozadaycassou-1,
Meir Gershenson,fl:me_ln:gershenson-1,
Michael F. Plass,fl:mi_ln:plass-1,
Raul Mario Saucedo,fl:ra_ln:saucedo-1,
Ricardo Viramontes-Brown,fl:ri_ln:viramontesbrown-1,
Roberto Contreras,fl:ro_ln:contreras-7,
Alonso Gonzalez Rodriguez,fl:al_ln:rodriguez-37,
Delfino Hernandez,fl:de_ln:hernandez-3,
Eugenio Alejandro Flores Oropeza,fl:eu_ln:floresoropeza-1,
Toru Yamakawa,fl:to_ln:yamakawa-5,
Rodrigo Aldana Lopez,fl:ro_ln:aldanalopez-1,
Violeta Yasmin Mena Cervantes,fl:vi_ln:menacervantes-2,
Alpha Edith Jasso Gomez,fl:al_ln:jassogomez-1,
Francisco Gomez,fl:fr_ln:gomez-6,
Hongbo Liu,fl:ho_ln:liu-78,
Jose A. Diaz,fl:jo_ln:diaz-12,
Leobardo Campos Macias,fl:le_ln:camposmacias-1,
Paul Llamas Virgen,fl:pa_ln:llamasvirgen-1,
Arturo Lazcano-Navarro,fl:ar_ln:lazcanonavarro-1,
Raul Munoz,fl:ra_ln:munoz-3,
Michael Kramer,fl:mi_ln:kramer-13,
Fernando Alvarez Ramirez,fl:fe_ln:alvarezramirez-1,
Oswaldo Perez Barrera,fl:os_ln:perezbarrera-1,
Christopher Gerald Donner,fl:ch_ln:donner-1,
Flavio Salvador Vazquez Moreno,fl:fl_ln:vazquezmoreno-1,
Jose Parra Vilchis,fl:jo_ln:parravilchis-1,
Luis Silvestre Zamudio Rivera,fl:lu_ln:zamudiorivera-1,
Marcelo Garza Laguera Garza,fl:ma_ln:garza-8,
Raul Hernandez Altamirano,fl:ra_ln:hernandezaltamirano-1,
David Arditti Ilitzky,fl:da_ln:ardittiilitzky-1,
Francois Vardon,fl:fr_ln:vardon-1,
Raul Medina,fl:ra_ln:medina-5,
Terence Luke Molnar,fl:te_ln:molnar-1,
Victor Hugo Ocegueda Gallaga,fl:vi_ln:oceguedagallaga-1,
Julio Zamora Esquivel,fl:ju_ln:zamoraesquivel-1,
Rafael De La Guardia Gonzalez,fl:ra_ln:delaguardiagonzalez-1,
David Gomez Gutierrez,fl:da_ln:gomezgutierrez-1,
Paulo Lopez Meyer,fl:pa_ln:lopezmeyer-1,
Jose Rodrigo Camacho Perez,fl:jo_ln:camachoperez-2,
Minoru Kimura,fl:mi_ln:kimura-28,
Oscar Jimenez,fl:os_ln:jimenez-3,
Jose R. Mosqueda Mejia,fl:jo_ln:mosquedamejia-1,
Hector Cordourier Maruri,fl:he_ln:cordouriermaruri-1,
Daniel Felipe Ortega,fl:da_ln:ortega-5,
Eduardo Coronado,fl:ed_ln:coronado-1,
David N. Franklin,fl:da_ln:franklin-3,
